8,5,1,0,1.25,-9.40,-1.32,-0.07,0.73,0.13,10.47,-22.21,3.48
65,5,1,57,4.78,-9.59,-0.64,-0.06,0.73,0.14,9.10,-26.94,0.98
122,5,1,114,3.12,-9.34,-0.94,-0.06,0.73,0.14,2.62,4.58,-2.14
179,5,1,171,1.16,-9.65,-0.69,-0.06,0.73,0.15,-2.14,30.14,-2.94
236,5,1,228,0.39,-9.81,1.10,-0.07,0.73,0.14,-0.49,13.51,1.49
293,5,1,285,1.33,-9.71,0.31,-0.07,0.72,0.14,0.97,6.87,5.31
350,5,1,342,2.94,-8.92,-0.53,-0.06,0.72,0.15,2.79,-5.90,5.67
407,5,1,399,3.84,-9.62,-0.55,-0.07,0.73,0.15,-0.31,2.51,2.43
464,5,1,456,2.83,-9.48,-0.45,-0.07,0.73,0.14,-2.88,7.78,1.42
521,5,1,513,2.62,-9.67,1.03,-0.06,0.72,0.14,-4.71,24.05,0.76
578,5,1,570,1.26,-9.00,1.74,-0.07,0.73,0.15,-1.22,20.03,2.47
635,5,1,627,2.43,-9.53,1.15,-0.07,0.73,0.14,3.12,10.07,2.97
692,5,1,684,3.85,-9.97,0.23,-0.08,0.73,0.15,4.86,-1.55,1.81
749,5,1,741,2.22,-9.58,-0.91,-0.07,0.73,0.15,3.70,0.54,0.54
806,5,1,798,1.38,-9.67,-0.56,-0.07,0.72,0.15,1.93,-2.07,2.90
863,5,1,855,1.80,-9.70,0.02,-0.07,0.73,0.14,1.64,-9.13,5.80
920,5,1,912,2.65,-9.48,0.53,-0.08,0.72,0.15,0.80,-1.08,7.37
977,5,1,969,5.05,-9.22,0.93,-0.07,0.73,0.15,0.76,18.93,2.95
1034,5,1,1026,3.46,-9.39,0.73,-0.08,0.73,0.14,3.99,5.68,-0.70
1091,5,1,1083,3.02,-9.52,0.21,-0.07,0.73,0.14,6.40,-10.32,-0.16
1148,5,1,1140,3.61,-9.36,-1.07,-0.07,0.72,0.15,6.57,-13.93,-2.13
1205,5,1,1197,2.12,-9.55,-1.57,-0.07,0.73,0.15,3.09,-5.44,-3.46
1262,5,1,1254,1.06,-9.71,-1.64,-0.07,0.73,0.14,-2.73,14.06,-0.98
1319,5,1,1311,1.63,-9.60,-0.70,-0.08,0.72,0.14,-6.55,23.20,1.65
1376,5,1,1368,2.62,-9.55,0.12,-0.08,0.73,0.14,-7.23,25.21,2.68
1433,5,1,1425,2.59,-9.49,0.73,-0.08,0.72,0.15,-5.89,23.13,2.10
1490,5,1,1482,1.30,-9.61,0.99,-0.08,0.73,0.14,-1.56,10.61,3.12
1547,5,1,1539,1.49,-9.57,0.25,-0.08,0.73,0.15,3.61,-16.94,6.22
1604,5,1,1596,2.53,-9.53,-0.67,-0.08,0.73,0.14,5.86,-43.84,7.98
1661,5,1,1653,4.02,-9.18,-1.56,-0.07,0.73,0.15,1.13,-32.41,6.89
1718,5,1,1710,5.04,-9.27,-1.02,-0.07,0.73,0.13,-7.51,9.44,1.00
1775,5,1,1767,3.78,-9.31,0.27,-0.07,0.73,0.14,-11.48,35.58,-2.97
1832,5,1,1824,2.58,-9.43,0.75,-0.07,0.73,0.14,-11.17,36.32,-3.75
1889,5,1,1881,1.81,-9.60,1.76,-0.08,0.73,0.14,-8.44,26.74,-2.60
1946,5,1,1938,1.53,-9.65,1.93,-0.09,0.74,0.14,-1.42,2.51,-0.19
2003,5,1,1995,2.62,-9.59,1.11,-0.08,0.73,0.14,3.30,-17.23,1.94
2060,5,1,2052,2.87,-9.47,0.19,-0.08,0.73,0.13,5.10,-25.38,1.50
2142,5,2,0,2.93,-9.42,-0.86,-0.08,0.73,0.13,3.88,-30.27,0.75
2199,5,2,57,2.94,-9.52,-0.85,-0.07,0.73,0.13,-2.63,-4.38,-0.36
2256,5,2,114,2.69,-9.35,-0.56,-0.07,0.74,0.13,-6.89,13.08,-1.64
2313,5,2,171,1.90,-9.54,0.08,-0.08,0.74,0.13,-9.21,18.66,-1.22
2370,5,2,228,2.32,-9.64,0.66,-0.08,0.74,0.12,-9.89,22.54,0.17
2427,5,2,285,2.72,-9.46,1.06,-0.08,0.75,0.13,-8.63,21.25,-0.10
2484,5,2,342,1.72,-9.44,1.27,-0.09,0.74,0.12,-7.74,23.33,-0.04
2541,5,2,399,2.45,-9.58,2.16,-0.09,0.75,0.12,-5.28,18.24,1.36
2598,5,2,456,2.39,-9.60,2.28,-0.08,0.75,0.12,0.23,4.56,1.28
2655,5,2,513,3.02,-9.46,1.75,-0.09,0.74,0.12,4.91,-13.77,1.95
2712,5,2,570,2.79,-9.44,1.38,-0.09,0.75,0.12,5.06,5.25,0.06
2769,5,2,627,2.73,-9.47,1.32,-0.09,0.74,0.13,7.08,0.85,-0.66
2826,5,2,684,2.18,-9.46,1.02,-0.09,0.74,0.11,9.96,-12.39,0.82
2883,5,2,741,1.82,-9.43,0.59,-0.09,0.74,0.13,10.05,-12.20,1.52
2940,5,2,798,2.52,-9.55,0.76,-0.08,0.73,0.12,10.14,-5.01,2.22
2997,5,2,855,2.23,-9.36,0.42,-0.09,0.73,0.12,8.63,12.47,2.47
3054,5,2,912,2.79,-9.41,0.56,-0.09,0.73,0.14,11.21,-5.63,2.80
3111,5,2,969,3.05,-9.52,0.36,-0.08,0.73,0.13,11.21,-15.43,1.64
3168,5,2,1026,2.29,-9.36,-0.06,-0.08,0.73,0.13,13.53,-17.70,1.11
3225,5,2,1083,2.31,-9.58,-0.03,-0.08,0.73,0.15,12.98,-14.66,2.17
3282,5,2,1140,2.43,-9.50,-0.34,-0.09,0.73,0.16,12.49,-10.18,2.01
3339,5,2,1197,2.28,-9.54,-0.43,-0.08,0.73,0.15,11.09,-5.89,2.55
3396,5,2,1254,2.60,-9.54,-0.50,-0.07,0.72,0.15,10.10,-2.79,2.68
3453,5,2,1311,2.42,-9.49,-0.63,-0.07,0.72,0.16,10.00,-2.79,2.70
3510,5,2,1368,2.60,-9.52,-0.71,-0.08,0.72,0.16,9.08,-5.06,2.97
3567,5,2,1425,2.57,-9.49,-1.13,-0.07,0.71,0.16,8.52,-6.83,2.92
3624,5,2,1482,2.63,-9.48,-1.47,-0.07,0.71,0.16,7.66,-9.90,2.37
3681,5,2,1539,2.68,-9.46,-2.12,-0.06,0.71,0.16,5.15,-7.78,2.90
3738,5,2,1596,3.19,-9.47,-2.00,-0.07,0.72,0.17,-0.19,5.65,1.47
3795,5,2,1653,2.99,-9.49,-1.30,-0.07,0.72,0.16,-3.49,14.14,0.21
3852,5,2,1710,2.66,-9.50,-0.70,-0.07,0.71,0.17,-3.99,13.11,-0.46
3909,5,2,1767,2.43,-9.58,-0.52,-0.07,0.72,0.16,-3.51,7.88,0.17
3966,5,2,1824,2.70,-9.52,-0.08,-0.07,0.71,0.16,-2.96,6.70,-0.31
4023,5,2,1881,2.32,-9.54,-0.33,-0.07,0.71,0.16,-2.45,7.51,-0.26
4080,5,2,1938,2.03,-9.58,-0.23,-0.08,0.72,0.16,-1.85,7.45,0.25
4137,5,2,1995,1.98,-9.61,-0.08,-0.08,0.72,0.16,-0.52,3.68,1.52
4194,5,2,2052,2.30,-9.58,-0.01,-0.08,0.71,0.17,0.52,-0.05,2.35
4276,5,3,0,2.52,-9.50,-0.49,-0.08,0.72,0.15,1.84,-2.25,2.57
4333,5,3,57,2.85,-9.51,-0.36,-0.08,0.71,0.15,1.15,0.98,1.58
4390,5,3,114,2.57,-9.55,-0.74,-0.08,0.71,0.16,1.34,1.09,1.27
4447,5,3,171,2.75,-9.50,-0.56,-0.07,0.71,0.17,1.29,0.44,1.00
4504,5,3,228,2.54,-9.55,-0.99,-0.07,0.72,0.16,0.04,2.72,0.51
4561,5,3,285,2.27,-9.58,-0.93,-0.08,0.71,0.16,-0.29,1.68,1.28
4618,5,3,342,2.35,-9.56,-0.65,-0.08,0.71,0.16,-1.27,4.12,1.37
4675,5,3,399,2.44,-9.54,-0.40,-0.09,0.72,0.17,-2.12,5.43,1.30
4732,5,3,456,2.43,-9.61,-0.49,-0.08,0.71,0.17,-1.31,4.56,1.34
